Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell	gene_id
PB.3.327	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66_gene-MuHV4gp17
PB.3.328	0	0	0	0	0	2	0	1	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.329	0	0	0	0	0	3	0	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.33	0	0	3	0	0	2	3	0	gene-GAMMAHV.M2_gene-MuHV4gp50
PB.3.330	0	0	3	0	0	1	3	5	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.331	0	0	2	0	0	0	0	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.332	0	0	0	0	0	1	1	0	gene-MuHV4gp60_gene-MuHV4gp17_gene-GAMMAHV.ORF60
PB.3.333	0	0	2	0	0	0	0	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.334	0	0	1	0	0	0	3	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.335	0	0	0	0	0	0	2	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.336	0	0	1	0	0	0	0	1	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.337	0	0	1	0	0	1	3	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.338	0	0	1	0	0	1	1	0	gene-MuHV4gp17
PB.3.339	0	0	1	0	0	1	1	2	gene-MuHV4gp17
PB.3.34	0	0	0	0	0	0	2	0	gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.340	0	0	0	0	0	0	1	1	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.341	0	0	1	0	0	3	1	0	gene-MuHV4gp17
PB.3.342	0	0	2	0	0	0	0	2	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.343	0	0	5	0	0	1	0	3	gene-MuHV4gp17
PB.3.344	0	0	2	0	0	4	3	1	gene-MuHV4gp17
PB.3.345	0	0	0	0	0	1	1	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.346	0	0	1	0	0	1	1	2	gene-MuHV4gp17
PB.3.347	0	0	0	0	0	1	2	0	gene-MuHV4gp17
PB.3.348	0	0	1	0	0	1	0	1	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.349	0	0	0	0	0	5	0	0	gene-MuHV4gp17_gene-GAMMAHV.ORF67
PB.3.35	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF67
PB.3.350	0	0	2	0	0	0	0	0	gene-MuHV4gp17
PB.3.351	0	0	1	0	0	2	0	0	gene-MuHV4gp17
PB.3.352	0	0	0	0	0	1	4	2	gene-MuHV4gp17
PB.3.353	0	0	0	0	0	1	0	1	gene-MuHV4gp17
PB.3.354	0	0	5	0	0	6	5	3	gene-GAMMAHV.ORF20
PB.3.355	0	0	1	0	0	0	3	2	gene-GAMMAHV.ORF20
PB.3.356	0	0	1	0	0	1	1	1	gene-GAMMAHV.ORF20
PB.3.357	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.358	0	0	1	0	0	2	1	2	gene-MuHV4gp21
PB.3.359	0	0	0	0	0	1	1	0	gene-MuHV4gp57_gene-GAMMAHV.ORF59
PB.3.36	0	0	0	0	0	1	1	0	gene-GAMMAHV.M2_gene-GAMMAHV.ORF59
PB.3.360	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67
PB.3.361	0	0	0	0	0	1	1	0	gene-MuHV4gp21
PB.3.362	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF24
PB.3.363	0	0	0	0	0	0	2	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.364	0	0	2	0	0	5	5	1	gene-GAMMAHV.ORF24
PB.3.365	0	0	0	0	0	3	0	0	gene-GAMMAHV.ORF24
PB.3.366	0	0	877	0	0	1132	1013	277	gene-GAMMAHV.ORF24
PB.3.367	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF24_gene-GAMMAHV.ORF67
PB.3.368	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF24_gene-MuHV4gp50
PB.3.369	0	0	1	0	0	3	1	1	gene-GAMMAHV.ORF24_gene-MuHV4gp60_gene-GAMMAHV.ORF60
PB.3.37	0	0	0	0	0	1	1	0	gene-GAMMAHV.M2_gene-GAMMAHV.ORF59
PB.3.370	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-MuHV4gp21
PB.3.371	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF24
PB.3.372	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF24_gene-GAMMAHV.ORF67
PB.3.373	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF24
PB.3.374	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF24
PB.3.375	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66_gene-MuHV4gp21
PB.3.376	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF24
PB.3.377	0	0	1	0	0	0	2	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.378	0	0	0	0	0	0	1	1	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.379	0	0	2	0	0	3	4	3	gene-GAMMAHV.ORF24
PB.3.38	0	0	3	0	0	0	1	0	gene-GAMMAHV.M2_gene-GAMMAHV.M3
PB.3.380	0	0	0	0	0	2	1	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.381	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66_gene-MuHV4gp21
PB.3.382	0	0	1	0	0	2	1	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.383	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF24
PB.3.384	0	0	1	0	0	1	2	0	gene-GAMMAHV.ORF24
PB.3.385	0	0	1	0	0	2	1	1	gene-GAMMAHV.ORF24
PB.3.386	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66_gene-MuHV4gp21
PB.3.387	0	0	0	0	0	1	0	1	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.388	0	0	0	0	0	1	1	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.389	0	0	0	0	0	2	0	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.39	0	0	30	0	0	60	51	13	gene-GAMMAHV.M2_gene-GAMMAHV.M3
PB.3.390	0	0	0	0	0	0	2	1	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.391	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF24
PB.3.392	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF24_gene-GAMMAHV.ORF66
PB.3.393	0	0	0	0	0	0	0	2	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.394	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF24_gene-MuHV4gp50
PB.3.395	0	0	1	0	0	1	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF24
PB.3.396	0	0	0	0	0	1	3	0	gene-MuHV4gp21
PB.3.397	0	0	1	0	0	1	0	0	gene-MuHV4gp21
PB.3.398	0	0	3	0	0	0	0	0	gene-MuHV4gp21
PB.3.399	0	0	0	0	0	1	2	0	gene-MuHV4gp21
PB.3.4	0	0	1	0	0	0	1	0	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.40	0	0	31	0	0	44	54	23	gene-GAMMAHV.M2_gene-GAMMAHV.M3
PB.3.400	0	0	1	0	0	0	1	0	gene-MuHV4gp21
PB.3.401	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF24_gene-GAMMAHV.ORF66
PB.3.402	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF24_gene-MuHV4gp40
PB.3.403	0	0	3	0	0	0	1	0	gene-MuHV4gp21_gene-GAMMAHV.ORF67
PB.3.404	0	0	3	0	0	0	5	0	gene-MuHV4gp21
PB.3.405	0	0	0	0	0	1	1	0	gene-MuHV4gp21
PB.3.406	0	0	3	0	0	8	1	0	gene-MuHV4gp21
PB.3.407	0	0	5	0	0	3	1	0	gene-MuHV4gp21
PB.3.408	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF24
PB.3.409	0	0	23	0	0	38	36	15	gene-GAMMAHV.ORF24
PB.3.41	0	0	0	0	0	3	0	0	gene-GAMMAHV.ORF67
PB.3.410	0	0	0	0	0	4	4	1	gene-MuHV4gp21
PB.3.411	0	0	6	0	0	1	1	1	gene-GAMMAHV.ORF24
PB.3.412	0	0	1	0	0	3	1	0	gene-GAMMAHV.ORF24_gene-MuHV4gp60_gene-GAMMAHV.ORF60
PB.3.413	0	0	9	0	0	11	12	1	gene-GAMMAHV.ORF24
PB.3.414	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF24_gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.415	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF24_gene-GAMMAHV.ORF59
PB.3.416	0	0	7	0	0	11	2	0	gene-GAMMAHV.ORF24
PB.3.417	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF24
PB.3.418	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF24
PB.3.419	0	0	0	0	0	2	1	0	gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.42	0	0	0	0	0	1	3	1	gene-GAMMAHV.M2_gene-GAMMAHV.M3
PB.3.420	0	0	1	0	0	1	2	1	gene-MuHV4gp57_gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.421	0	0	1	0	0	1	1	1	gene-GAMMAHV.ORF29b
PB.3.422	0	0	1	0	0	2	0	1	gene-GAMMAHV.ORF66
PB.3.423	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF29b
PB.3.424	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.425	0	0	25	0	0	29	35	12	gene-MuHV4gp38
PB.3.426	0	0	5	0	0	1	2	1	gene-GAMMAHV.ORF29b_gene-MuHV4gp38
PB.3.427	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF29a
PB.3.428	0	0	188	0	0	118	124	69	gene-GAMMAHV.ORF29b_gene-MuHV4gp38
PB.3.429	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.43	0	0	7	0	0	0	3	1	gene-GAMMAHV.M2
PB.3.430	0	0	1	0	0	3	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.431	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.432	0	0	5	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.433	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF29b_gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.434	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF29b_gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.435	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.436	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.437	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.438	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.439	0	0	2	0	0	0	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF59
PB.3.44	0	0	2	0	0	0	0	0	gene-GAMMAHV.M2
PB.3.440	0	0	21	0	0	13	11	6	gene-GAMMAHV.ORF29b_gene-MuHV4gp38
PB.3.441	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF46
PB.3.442	0	0	0	0	0	0	1	2	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.443	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.444	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF29b
PB.3.445	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67_gene-GAMMAHV.ORF29a
PB.3.446	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.447	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF29b_gene-MuHV4gp50_gene-GAMMAHV.ORF29a_gene-GAMMAHV.ORF53
PB.3.448	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF66
PB.3.449	0	0	0	0	0	3	2	0	gene-GAMMAHV.ORF29b
PB.3.45	0	0	0	0	0	0	2	0	gene-GAMMAHV.M2
PB.3.450	0	0	1	0	0	0	2	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.451	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.452	0	0	3	0	0	1	0	2	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.453	0	0	0	0	0	0	2	1	gene-GAMMAHV.ORF29b_gene-MuHV4gp50_gene-GAMMAHV.ORF29a
PB.3.454	0	0	2	0	0	3	2	0	gene-GAMMAHV.ORF29b
PB.3.455	0	0	6	0	0	0	2	2	gene-GAMMAHV.ORF29b
PB.3.456	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF29b
PB.3.457	0	0	0	0	0	0	1	1	gene-MuHV4gp43_gene-GAMMAHV.ORF29b
PB.3.458	0	0	38	0	0	40	38	9	gene-GAMMAHV.ORF29b
PB.3.459	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29a
PB.3.46	0	0	1	0	0	0	0	1	gene-GAMMAHV.M2
PB.3.460	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.461	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF66
PB.3.462	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.463	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.464	0	0	1	0	0	0	1	2	gene-GAMMAHV.ORF29b
PB.3.465	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.466	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF66
PB.3.467	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.468	0	0	1	0	0	0	3	3	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.469	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF29b_gene-MuHV4gp76
PB.3.47	0	0	1	0	0	5	1	0	gene-GAMMAHV.M2
PB.3.470	0	0	5	0	0	2	2	1	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF66
PB.3.471	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.472	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF29b
PB.3.473	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF66
PB.3.474	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.475	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.476	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF67
PB.3.477	0	0	3	0	0	0	0	1	gene-GAMMAHV.ORF29b_gene-MuHV4gp38
PB.3.478	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.479	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF59
PB.3.48	0	0	1	0	0	9	6	0	gene-GAMMAHV.M2
PB.3.480	0	0	0	0	0	0	4	0	gene-GAMMAHV.ORF29b
PB.3.481	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.482	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF29b
PB.3.483	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF29b_gene-GAMMAHV.ORF29a
PB.3.484	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.485	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.486	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF66
PB.3.487	0	0	1	0	0	0	1	0	gene-MuHV4gp38
PB.3.488	0	0	10	0	0	6	6	7	gene-MuHV4gp38
PB.3.489	0	0	2	0	0	0	0	2	gene-MuHV4gp38
PB.3.49	0	0	7	0	0	23	15	5	gene-GAMMAHV.M2
PB.3.490	0	0	0	0	0	1	3	0	gene-MuHV4gp38
PB.3.491	0	0	0	0	0	0	0	2	gene-MuHV4gp38
PB.3.492	0	0	1	0	0	2	1	0	gene-MuHV4gp38
PB.3.493	0	0	1	0	0	1	1	0	gene-MuHV4gp38
PB.3.494	0	0	0	0	0	0	1	1	gene-MuHV4gp38
PB.3.495	0	0	0	0	0	2	1	0	gene-MuHV4gp38
PB.3.496	0	0	4765	0	0	6113	6196	1888	gene-MuHV4gp38
PB.3.497	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF66_gene-MuHV4gp38
PB.3.498	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66_gene-MuHV4gp38
PB.3.499	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp38
PB.3.5	0	0	0	0	0	1	1	0	gene-GAMMAHV.M2_gene-GAMMAHV.ORF66
PB.3.50	0	0	1	0	0	2	3	0	gene-GAMMAHV.M2
PB.3.500	0	0	0	0	0	0	6	0	gene-GAMMAHV.ORF67_gene-MuHV4gp38
PB.3.501	0	0	3	0	0	0	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp38
PB.3.502	0	0	2	0	0	0	0	0	gene-MuHV4gp38
PB.3.503	0	0	0	0	0	2	0	0	gene-MuHV4gp38
PB.3.504	0	0	0	0	0	1	1	0	gene-MuHV4gp38
PB.3.505	0	0	0	0	0	1	1	0	gene-MuHV4gp38
PB.3.506	0	0	0	0	0	2	0	0	gene-MuHV4gp38
PB.3.507	0	0	0	0	0	2	0	0	gene-MuHV4gp38
PB.3.508	0	0	1	0	0	1	1	0	gene-MuHV4gp38
PB.3.509	0	0	0	0	0	0	2	1	gene-MuHV4gp38
PB.3.51	0	0	0	0	0	2	0	0	novelGene_1
PB.3.510	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp38
PB.3.511	0	0	6	0	0	1	6	5	gene-GAMMAHV.ORF66_gene-MuHV4gp38
PB.3.512	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp38
PB.3.513	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp38
PB.3.514	0	0	1	0	0	0	2	0	gene-MuHV4gp38
PB.3.515	0	0	2	0	0	4	1	0	gene-MuHV4gp38
PB.3.516	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp40
PB.3.517	0	0	0	0	0	0	3	0	gene-GAMMAHV.ORF67_gene-MuHV4gp40
PB.3.518	0	0	1246	0	0	1329	1308	550	gene-GAMMAHV.ORF43
PB.3.519	0	0	0	0	0	0	1	2	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF66
PB.3.52	0	0	0	0	0	0	1	1	gene-GAMMAHV.M2_gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.520	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF66
PB.3.521	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF67
PB.3.522	0	0	0	0	0	2	2	1	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF66
PB.3.523	0	0	0	0	0	2	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF43
PB.3.524	0	0	1	0	0	0	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF43
PB.3.525	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF43
PB.3.526	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF67
PB.3.527	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF67
PB.3.528	0	0	31	0	0	28	21	18	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF46
PB.3.529	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF43
PB.3.53	0	0	0	0	0	1	0	1	gene-GAMMAHV.M2_gene-GAMMAHV.M3
PB.3.530	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF43
PB.3.531	0	0	0	0	0	0	0	2	gene-MuHV4gp43_gene-GAMMAHV.ORF43
PB.3.532	0	0	4	0	0	1	4	0	gene-GAMMAHV.ORF43
PB.3.533	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF43_gene-MuHV4gp50
PB.3.534	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF67
PB.3.535	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-MuHV4gp40
PB.3.536	0	0	0	0	0	2	2	0	gene-GAMMAHV.ORF43_gene-MuHV4gp50
PB.3.537	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp40
PB.3.538	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF43
PB.3.539	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF43_gene-MuHV4gp50
PB.3.54	0	0	0	0	0	0	2	1	gene-GAMMAHV.M3
PB.3.540	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF43
PB.3.541	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF43
PB.3.542	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF43
PB.3.543	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF43
PB.3.544	0	0	4	0	0	2	1	1	gene-MuHV4gp40
PB.3.545	0	0	1	0	0	0	1	0	gene-MuHV4gp50_gene-MuHV4gp40
PB.3.546	0	0	2	0	0	0	2	1	gene-GAMMAHV.ORF67_gene-MuHV4gp40
PB.3.547	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF66
PB.3.548	0	0	2	0	0	0	0	0	gene-MuHV4gp40
PB.3.549	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-MuHV4gp40
PB.3.55	0	0	0	0	0	0	1	1	gene-GAMMAHV.M3
PB.3.550	0	0	0	0	0	0	2	0	gene-MuHV4gp57_gene-GAMMAHV.ORF43_gene-GAMMAHV.ORF59
PB.3.551	0	0	1	0	0	1	2	3	gene-MuHV4gp43
PB.3.552	0	0	1	0	0	0	0	1	gene-MuHV4gp43
PB.3.553	0	0	28	0	0	18	32	6	gene-GAMMAHV.ORF46
PB.3.554	0	0	1	0	0	0	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF43
PB.3.555	0	0	1	0	0	2	5	0	gene-MuHV4gp43
PB.3.556	0	0	5	0	0	1	3	3	gene-GAMMAHV.ORF48
PB.3.557	0	0	0	0	0	2	0	1	gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.558	0	0	5	0	0	6	14	1	gene-GAMMAHV.ORF46
PB.3.559	0	0	4	0	0	2	6	0	gene-GAMMAHV.ORF46
PB.3.56	0	0	0	0	0	3	1	0	gene-GAMMAHV.M3
PB.3.560	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.561	0	0	2	0	0	1	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.562	0	0	2	0	0	0	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF67
PB.3.563	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF47_gene-GAMMAHV.ORF46
PB.3.564	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF67
PB.3.565	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF67
PB.3.566	0	0	2525	0	0	2532	2930	1230	gene-GAMMAHV.ORF48
PB.3.567	0	0	1	0	0	1	2	2	gene-GAMMAHV.ORF49_gene-MuHV4gp50_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.568	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF49_gene-MuHV4gp50_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.569	0	0	3	0	0	6	3	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-MuHV4gp50
PB.3.57	0	0	0	0	0	3	0	0	gene-GAMMAHV.M3
PB.3.570	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.571	0	0	4	0	0	6	7	2	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-MuHV4gp50
PB.3.572	0	0	10	0	0	13	13	12	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.573	0	0	0	0	0	2	0	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.574	0	0	5	0	0	6	7	1	gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF53_gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF46_gene-MuHV4gp50
PB.3.575	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.576	0	0	0	0	0	1	2	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.577	0	0	0	0	0	0	2	1	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.578	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF66_gene-GAMMAHV.ORF46
PB.3.579	0	0	1	0	0	0	1	0	gene-MuHV4gp43_gene-GAMMAHV.ORF66
PB.3.58	0	0	2465	0	0	4246	3731	1382	gene-GAMMAHV.M3
PB.3.580	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF49_gene-GAMMAHV.ORF48_gene-GAMMAHV.ORF46
PB.3.581	0	0	1	0	0	1	1	1	gene-MuHV4gp57_gene-GAMMAHV.ORF46_gene-GAMMAHV.ORF59
